,id,vervoerwijze,reismotief,regio,jaar,verplaatsingPerDag,afstandPerDag,reisduurPerDag,afstandPerVerplaatsing,reisduurPerVerplaatsing,verplaatsingenPerJaar,afstandPerJaar,reisduurPerJaar
9613,9613,(Light-) moped,Shopping and groceries,Zuid-Holland (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
9614,9614,(Light-) moped,Shopping and groceries,Zuid-Holland (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
9615,9615,(Light-) moped,Shopping and groceries,Zuid-Holland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
9616,9616,(Light-) moped,Shopping and groceries,Zeeland (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
9617,9617,(Light-) moped,Shopping and groceries,Zeeland (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
9618,9618,(Light-) moped,Shopping and groceries,Zeeland (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
9619,9619,(Light-) moped,Shopping and groceries,Zeeland (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
9620,9620,(Light-) moped,Shopping and groceries,Zeeland (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
9621,9621,(Light-) moped,Shopping and groceries,Zeeland (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
9622,9622,(Light-) moped,Shopping and groceries,Zeeland (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
9623,9623,(Light-) moped,Shopping and groceries,Zeeland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
9624,9624,(Light-) moped,Shopping and groceries,Noord-Brabant (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
9625,9625,(Light-) moped,Shopping and groceries,Noord-Brabant (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
9626,9626,(Light-) moped,Shopping and groceries,Noord-Brabant (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
9627,9627,(Light-) moped,Shopping and groceries,Noord-Brabant (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
9628,9628,(Light-) moped,Shopping and groceries,Noord-Brabant (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
9629,9629,(Light-) moped,Shopping and groceries,Noord-Brabant (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
9630,9630,(Light-) moped,Shopping and groceries,Noord-Brabant (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
9631,9631,(Light-) moped,Shopping and groceries,Noord-Brabant (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
9632,9632,(Light-) moped,Shopping and groceries,Limburg (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
9633,9633,(Light-) moped,Shopping and groceries,Limburg (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
9634,9634,(Light-) moped,Shopping and groceries,Limburg (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
9635,9635,(Light-) moped,Shopping and groceries,Limburg (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
9636,9636,(Light-) moped,Shopping and groceries,Limburg (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
9637,9637,(Light-) moped,Shopping and groceries,Limburg (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
9638,9638,(Light-) moped,Shopping and groceries,Limburg (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
9639,9639,(Light-) moped,Shopping and groceries,Limburg (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
9640,9640,(Light-) moped,Shopping and groceries,Very urban,2010,       .,       .,       .,       .,       .,       .,       .,       .
9641,9641,(Light-) moped,Shopping and groceries,Very urban,2011,       .,       .,       .,       .,       .,       .,       .,       .
9642,9642,(Light-) moped,Shopping and groceries,Very urban,2012,       .,       .,       .,       .,       .,       .,       .,       .
9643,9643,(Light-) moped,Shopping and groceries,Very urban,2013,       .,       .,       .,       .,       .,       .,       .,       .
9644,9644,(Light-) moped,Shopping and groceries,Very urban,2014,       .,       .,       .,       .,       .,       .,       .,       .
9645,9645,(Light-) moped,Shopping and groceries,Very urban,2015,       .,       .,       .,       .,       .,       .,       .,       .
9646,9646,(Light-) moped,Shopping and groceries,Very urban,2016,       .,       .,       .,       .,       .,       .,       .,       .
9647,9647,(Light-) moped,Shopping and groceries,Very urban,2017,       .,       .,       .,       .,       .,       .,       .,       .
9648,9648,(Light-) moped,Shopping and groceries,Urban,2010,       .,       .,       .,       .,       .,       .,       .,       .
9649,9649,(Light-) moped,Shopping and groceries,Urban,2011,       .,       .,       .,       .,       .,       .,       .,       .
9650,9650,(Light-) moped,Shopping and groceries,Urban,2012,       .,       .,       .,       .,       .,       .,       .,       .
9651,9651,(Light-) moped,Shopping and groceries,Urban,2013,       .,       .,       .,       .,       .,       .,       .,       .
9652,9652,(Light-) moped,Shopping and groceries,Urban,2014,       .,       .,       .,       .,       .,       .,       .,       .
9653,9653,(Light-) moped,Shopping and groceries,Urban,2015,       .,       .,       .,       .,       .,       .,       .,       .
9654,9654,(Light-) moped,Shopping and groceries,Urban,2016,       .,       .,       .,       .,       .,       .,       .,       .
9655,9655,(Light-) moped,Shopping and groceries,Urban,2017,       .,       .,       .,       .,       .,       .,       .,       .
9656,9656,(Light-) moped,Shopping and groceries,Moderately urban,2010,       .,       .,       .,       .,       .,       .,       .,       .
9657,9657,(Light-) moped,Shopping and groceries,Moderately urban,2011,       .,       .,       .,       .,       .,       .,       .,       .
9658,9658,(Light-) moped,Shopping and groceries,Moderately urban,2012,       .,       .,       .,       .,       .,       .,       .,       .
9659,9659,(Light-) moped,Shopping and groceries,Moderately urban,2013,       .,       .,       .,       .,       .,       .,       .,       .
9660,9660,(Light-) moped,Shopping and groceries,Moderately urban,2014,       .,       .,       .,       .,       .,       .,       .,       .
9661,9661,(Light-) moped,Shopping and groceries,Moderately urban,2015,       .,       .,       .,       .,       .,       .,       .,       .
9662,9662,(Light-) moped,Shopping and groceries,Moderately urban,2016,       .,       .,       .,       .,       .,       .,       .,       .
9663,9663,(Light-) moped,Shopping and groceries,Moderately urban,2017,       .,       .,       .,       .,       .,       .,       .,       .
9664,9664,(Light-) moped,Shopping and groceries,Slightly urban,2010,       .,       .,       .,       .,       .,       .,       .,       .
9665,9665,(Light-) moped,Shopping and groceries,Slightly urban,2011,       .,       .,       .,       .,       .,       .,       .,       .
9666,9666,(Light-) moped,Shopping and groceries,Slightly urban,2012,       .,       .,       .,       .,       .,       .,       .,       .
9667,9667,(Light-) moped,Shopping and groceries,Slightly urban,2013,       .,       .,       .,       .,       .,       .,       .,       .
9668,9668,(Light-) moped,Shopping and groceries,Slightly urban,2014,       .,       .,       .,       .,       .,       .,       .,       .
9669,9669,(Light-) moped,Shopping and groceries,Slightly urban,2015,       .,       .,       .,       .,       .,       .,       .,       .
9670,9670,(Light-) moped,Shopping and groceries,Slightly urban,2016,       .,       .,       .,       .,       .,       .,       .,       .
9671,9671,(Light-) moped,Shopping and groceries,Slightly urban,2017,       .,       .,       .,       .,       .,       .,       .,       .
9672,9672,(Light-) moped,Shopping and groceries,Not urban,2010,       .,       .,       .,       .,       .,       .,       .,       .
9673,9673,(Light-) moped,Shopping and groceries,Not urban,2011,       .,       .,       .,       .,       .,       .,       .,       .
9674,9674,(Light-) moped,Shopping and groceries,Not urban,2012,       .,       .,       .,       .,       .,       .,       .,       .
9675,9675,(Light-) moped,Shopping and groceries,Not urban,2013,       .,       .,       .,       .,       .,       .,       .,       .
9676,9676,(Light-) moped,Shopping and groceries,Not urban,2014,       .,       .,       .,       .,       .,       .,       .,       .
9677,9677,(Light-) moped,Shopping and groceries,Not urban,2015,       .,       .,       .,       .,       .,       .,       .,       .
9678,9678,(Light-) moped,Shopping and groceries,Not urban,2016,       .,       .,       .,       .,       .,       .,       .,       .
9679,9679,(Light-) moped,Shopping and groceries,Not urban,2017,       .,       .,       .,       .,       .,       .,       .,       .
9680,9680,(Light-) moped,Study and daycare,Nederland,2010,    0.00,    0.02,    0.06,    7.38,   21.50,       1,       7,     0.4
9681,9681,(Light-) moped,Study and daycare,Nederland,2011,    0.00,    0.03,    0.06,    8.41,   18.45,       1,      10,     0.4
9682,9682,(Light-) moped,Study and daycare,Nederland,2012,    0.00,    0.02,    0.06,   10.11,   23.35,       1,       8,     0.3
9683,9683,(Light-) moped,Study and daycare,Nederland,2013,    0.00,    0.02,    0.05,    8.50,   19.49,       1,       7,     0.3
9684,9684,(Light-) moped,Study and daycare,Nederland,2014,       .,       .,       .,       .,       .,       .,       .,       .
9685,9685,(Light-) moped,Study and daycare,Nederland,2015,       .,       .,       .,       .,       .,       .,       .,       .
9686,9686,(Light-) moped,Study and daycare,Nederland,2016,    0.00,    0.02,    0.05,    7.94,   17.87,       1,       8,     0.3
9687,9687,(Light-) moped,Study and daycare,Nederland,2017,       .,       .,       .,       .,       .,       .,       .,       .
9688,9688,(Light-) moped,Study and daycare,Noord-Nederland (LD),2010,       .,       .,       .,       .,       .,       .,       .,       .
9689,9689,(Light-) moped,Study and daycare,Noord-Nederland (LD),2011,       .,       .,       .,       .,       .,       .,       .,       .
9690,9690,(Light-) moped,Study and daycare,Noord-Nederland (LD),2012,       .,       .,       .,       .,       .,       .,       .,       .
9691,9691,(Light-) moped,Study and daycare,Noord-Nederland (LD),2013,       .,       .,       .,       .,       .,       .,       .,       .
9692,9692,(Light-) moped,Study and daycare,Noord-Nederland (LD),2014,       .,       .,       .,       .,       .,       .,       .,       .
9693,9693,(Light-) moped,Study and daycare,Noord-Nederland (LD),2015,       .,       .,       .,       .,       .,       .,       .,       .
9694,9694,(Light-) moped,Study and daycare,Noord-Nederland (LD),2016,       .,       .,       .,       .,       .,       .,       .,       .
9695,9695,(Light-) moped,Study and daycare,Noord-Nederland (LD),2017,       .,       .,       .,       .,       .,       .,       .,       .
9696,9696,(Light-) moped,Study and daycare,Oost-Nederland (LD),2010,       .,       .,       .,       .,       .,       .,       .,       .
9697,9697,(Light-) moped,Study and daycare,Oost-Nederland (LD),2011,       .,       .,       .,       .,       .,       .,       .,       .
9698,9698,(Light-) moped,Study and daycare,Oost-Nederland (LD),2012,       .,       .,       .,       .,       .,       .,       .,       .
9699,9699,(Light-) moped,Study and daycare,Oost-Nederland (LD),2013,       .,       .,       .,       .,       .,       .,       .,       .
9700,9700,(Light-) moped,Study and daycare,Oost-Nederland (LD),2014,       .,       .,       .,       .,       .,       .,       .,       .
9701,9701,(Light-) moped,Study and daycare,Oost-Nederland (LD),2015,       .,       .,       .,       .,       .,       .,       .,       .
9702,9702,(Light-) moped,Study and daycare,Oost-Nederland (LD),2016,       .,       .,       .,       .,       .,       .,       .,       .
9703,9703,(Light-) moped,Study and daycare,Oost-Nederland (LD),2017,       .,       .,       .,       .,       .,       .,       .,       .
9704,9704,(Light-) moped,Study and daycare,West-Nederland (LD),2010,       .,       .,       .,       .,       .,       .,       .,       .
9705,9705,(Light-) moped,Study and daycare,West-Nederland (LD),2011,       .,       .,       .,       .,       .,       .,       .,       .
9706,9706,(Light-) moped,Study and daycare,West-Nederland (LD),2012,       .,       .,       .,       .,       .,       .,       .,       .
9707,9707,(Light-) moped,Study and daycare,West-Nederland (LD),2013,       .,       .,       .,       .,       .,       .,       .,       .
9708,9708,(Light-) moped,Study and daycare,West-Nederland (LD),2014,       .,       .,       .,       .,       .,       .,       .,       .
9709,9709,(Light-) moped,Study and daycare,West-Nederland (LD),2015,       .,       .,       .,       .,       .,       .,       .,       .
9710,9710,(Light-) moped,Study and daycare,West-Nederland (LD),2016,       .,       .,       .,       .,       .,       .,       .,       .
9711,9711,(Light-) moped,Study and daycare,West-Nederland (LD),2017,       .,       .,       .,       .,       .,       .,       .,       .
9712,9712,(Light-) moped,Study and daycare,Zuid-Nederland (LD),2010,       .,       .,       .,       .,       .,       .,       .,       .
9713,9713,(Light-) moped,Study and daycare,Zuid-Nederland (LD),2011,       .,       .,       .,       .,       .,       .,       .,       .
9714,9714,(Light-) moped,Study and daycare,Zuid-Nederland (LD),2012,       .,       .,       .,       .,       .,       .,       .,       .
9715,9715,(Light-) moped,Study and daycare,Zuid-Nederland (LD),2013,       .,       .,       .,       .,       .,       .,       .,       .
9716,9716,(Light-) moped,Study and daycare,Zuid-Nederland (LD),2014,       .,       .,       .,       .,       .,       .,       .,       .
9717,9717,(Light-) moped,Study and daycare,Zuid-Nederland (LD),2015,       .,       .,       .,       .,       .,       .,       .,       .
9718,9718,(Light-) moped,Study and daycare,Zuid-Nederland (LD),2016,       .,       .,       .,       .,       .,       .,       .,       .
9719,9719,(Light-) moped,Study and daycare,Zuid-Nederland (LD),2017,       .,       .,       .,       .,       .,       .,       .,       .
9720,9720,(Light-) moped,Study and daycare,Groningen (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
9721,9721,(Light-) moped,Study and daycare,Groningen (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
9722,9722,(Light-) moped,Study and daycare,Groningen (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
9723,9723,(Light-) moped,Study and daycare,Groningen (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
9724,9724,(Light-) moped,Study and daycare,Groningen (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
9725,9725,(Light-) moped,Study and daycare,Groningen (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
9726,9726,(Light-) moped,Study and daycare,Groningen (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
9727,9727,(Light-) moped,Study and daycare,Groningen (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
9728,9728,(Light-) moped,Study and daycare,Friesland (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
9729,9729,(Light-) moped,Study and daycare,Friesland (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
9730,9730,(Light-) moped,Study and daycare,Friesland (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
9731,9731,(Light-) moped,Study and daycare,Friesland (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
9732,9732,(Light-) moped,Study and daycare,Friesland (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
9733,9733,(Light-) moped,Study and daycare,Friesland (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
9734,9734,(Light-) moped,Study and daycare,Friesland (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
9735,9735,(Light-) moped,Study and daycare,Friesland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
9736,9736,(Light-) moped,Study and daycare,Drenthe (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
9737,9737,(Light-) moped,Study and daycare,Drenthe (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
9738,9738,(Light-) moped,Study and daycare,Drenthe (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
9739,9739,(Light-) moped,Study and daycare,Drenthe (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
9740,9740,(Light-) moped,Study and daycare,Drenthe (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
9741,9741,(Light-) moped,Study and daycare,Drenthe (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
9742,9742,(Light-) moped,Study and daycare,Drenthe (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
9743,9743,(Light-) moped,Study and daycare,Drenthe (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
9744,9744,(Light-) moped,Study and daycare,Overijssel (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
9745,9745,(Light-) moped,Study and daycare,Overijssel (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
9746,9746,(Light-) moped,Study and daycare,Overijssel (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
9747,9747,(Light-) moped,Study and daycare,Overijssel (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
9748,9748,(Light-) moped,Study and daycare,Overijssel (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
9749,9749,(Light-) moped,Study and daycare,Overijssel (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
9750,9750,(Light-) moped,Study and daycare,Overijssel (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
9751,9751,(Light-) moped,Study and daycare,Overijssel (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
9752,9752,(Light-) moped,Study and daycare,Flevoland (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
9753,9753,(Light-) moped,Study and daycare,Flevoland (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
9754,9754,(Light-) moped,Study and daycare,Flevoland (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
9755,9755,(Light-) moped,Study and daycare,Flevoland (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
9756,9756,(Light-) moped,Study and daycare,Flevoland (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
9757,9757,(Light-) moped,Study and daycare,Flevoland (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
9758,9758,(Light-) moped,Study and daycare,Flevoland (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
9759,9759,(Light-) moped,Study and daycare,Flevoland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
9760,9760,(Light-) moped,Study and daycare,Gelderland (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
9761,9761,(Light-) moped,Study and daycare,Gelderland (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
9762,9762,(Light-) moped,Study and daycare,Gelderland (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
9763,9763,(Light-) moped,Study and daycare,Gelderland (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
9764,9764,(Light-) moped,Study and daycare,Gelderland (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
9765,9765,(Light-) moped,Study and daycare,Gelderland (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
9766,9766,(Light-) moped,Study and daycare,Gelderland (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
9767,9767,(Light-) moped,Study and daycare,Gelderland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
9768,9768,(Light-) moped,Study and daycare,Utrecht (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
9769,9769,(Light-) moped,Study and daycare,Utrecht (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
9770,9770,(Light-) moped,Study and daycare,Utrecht (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
9771,9771,(Light-) moped,Study and daycare,Utrecht (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
9772,9772,(Light-) moped,Study and daycare,Utrecht (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
9773,9773,(Light-) moped,Study and daycare,Utrecht (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
9774,9774,(Light-) moped,Study and daycare,Utrecht (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
9775,9775,(Light-) moped,Study and daycare,Utrecht (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
9776,9776,(Light-) moped,Study and daycare,Noord-Holland (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
9777,9777,(Light-) moped,Study and daycare,Noord-Holland (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
9778,9778,(Light-) moped,Study and daycare,Noord-Holland (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
9779,9779,(Light-) moped,Study and daycare,Noord-Holland (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
9780,9780,(Light-) moped,Study and daycare,Noord-Holland (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
9781,9781,(Light-) moped,Study and daycare,Noord-Holland (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
9782,9782,(Light-) moped,Study and daycare,Noord-Holland (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
9783,9783,(Light-) moped,Study and daycare,Noord-Holland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
9784,9784,(Light-) moped,Study and daycare,Zuid-Holland (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
9785,9785,(Light-) moped,Study and daycare,Zuid-Holland (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
9786,9786,(Light-) moped,Study and daycare,Zuid-Holland (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
9787,9787,(Light-) moped,Study and daycare,Zuid-Holland (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
9788,9788,(Light-) moped,Study and daycare,Zuid-Holland (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
9789,9789,(Light-) moped,Study and daycare,Zuid-Holland (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
9790,9790,(Light-) moped,Study and daycare,Zuid-Holland (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
9791,9791,(Light-) moped,Study and daycare,Zuid-Holland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
9792,9792,(Light-) moped,Study and daycare,Zeeland (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
9793,9793,(Light-) moped,Study and daycare,Zeeland (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
9794,9794,(Light-) moped,Study and daycare,Zeeland (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
9795,9795,(Light-) moped,Study and daycare,Zeeland (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
9796,9796,(Light-) moped,Study and daycare,Zeeland (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
9797,9797,(Light-) moped,Study and daycare,Zeeland (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
9798,9798,(Light-) moped,Study and daycare,Zeeland (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
9799,9799,(Light-) moped,Study and daycare,Zeeland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
9800,9800,(Light-) moped,Study and daycare,Noord-Brabant (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
9801,9801,(Light-) moped,Study and daycare,Noord-Brabant (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
9802,9802,(Light-) moped,Study and daycare,Noord-Brabant (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
9803,9803,(Light-) moped,Study and daycare,Noord-Brabant (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
9804,9804,(Light-) moped,Study and daycare,Noord-Brabant (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
9805,9805,(Light-) moped,Study and daycare,Noord-Brabant (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
9806,9806,(Light-) moped,Study and daycare,Noord-Brabant (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
9807,9807,(Light-) moped,Study and daycare,Noord-Brabant (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
9808,9808,(Light-) moped,Study and daycare,Limburg (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
9809,9809,(Light-) moped,Study and daycare,Limburg (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
9810,9810,(Light-) moped,Study and daycare,Limburg (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
9811,9811,(Light-) moped,Study and daycare,Limburg (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
9812,9812,(Light-) moped,Study and daycare,Limburg (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
9813,9813,(Light-) moped,Study and daycare,Limburg (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
9814,9814,(Light-) moped,Study and daycare,Limburg (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
9815,9815,(Light-) moped,Study and daycare,Limburg (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
9816,9816,(Light-) moped,Study and daycare,Very urban,2010,       .,       .,       .,       .,       .,       .,       .,       .
9817,9817,(Light-) moped,Study and daycare,Very urban,2011,       .,       .,       .,       .,       .,       .,       .,       .
9818,9818,(Light-) moped,Study and daycare,Very urban,2012,       .,       .,       .,       .,       .,       .,       .,       .
9819,9819,(Light-) moped,Study and daycare,Very urban,2013,       .,       .,       .,       .,       .,       .,       .,       .
9820,9820,(Light-) moped,Study and daycare,Very urban,2014,       .,       .,       .,       .,       .,       .,       .,       .
9821,9821,(Light-) moped,Study and daycare,Very urban,2015,       .,       .,       .,       .,       .,       .,       .,       .
9822,9822,(Light-) moped,Study and daycare,Very urban,2016,       .,       .,       .,       .,       .,       .,       .,       .
9823,9823,(Light-) moped,Study and daycare,Very urban,2017,       .,       .,       .,       .,       .,       .,       .,       .
9824,9824,(Light-) moped,Study and daycare,Urban,2010,       .,       .,       .,       .,       .,       .,       .,       .
9825,9825,(Light-) moped,Study and daycare,Urban,2011,       .,       .,       .,       .,       .,       .,       .,       .
9826,9826,(Light-) moped,Study and daycare,Urban,2012,       .,       .,       .,       .,       .,       .,       .,       .
9827,9827,(Light-) moped,Study and daycare,Urban,2013,       .,       .,       .,       .,       .,       .,       .,       .
9828,9828,(Light-) moped,Study and daycare,Urban,2014,       .,       .,       .,       .,       .,       .,       .,       .
9829,9829,(Light-) moped,Study and daycare,Urban,2015,       .,       .,       .,       .,       .,       .,       .,       .
9830,9830,(Light-) moped,Study and daycare,Urban,2016,       .,       .,       .,       .,       .,       .,       .,       .
9831,9831,(Light-) moped,Study and daycare,Urban,2017,       .,       .,       .,       .,       .,       .,       .,       .
9832,9832,(Light-) moped,Study and daycare,Moderately urban,2010,       .,       .,       .,       .,       .,       .,       .,       .
9833,9833,(Light-) moped,Study and daycare,Moderately urban,2011,       .,       .,       .,       .,       .,       .,       .,       .
9834,9834,(Light-) moped,Study and daycare,Moderately urban,2012,       .,       .,       .,       .,       .,       .,       .,       .
9835,9835,(Light-) moped,Study and daycare,Moderately urban,2013,       .,       .,       .,       .,       .,       .,       .,       .
9836,9836,(Light-) moped,Study and daycare,Moderately urban,2014,       .,       .,       .,       .,       .,       .,       .,       .
9837,9837,(Light-) moped,Study and daycare,Moderately urban,2015,       .,       .,       .,       .,       .,       .,       .,       .
9838,9838,(Light-) moped,Study and daycare,Moderately urban,2016,       .,       .,       .,       .,       .,       .,       .,       .
9839,9839,(Light-) moped,Study and daycare,Moderately urban,2017,       .,       .,       .,       .,       .,       .,       .,       .
9840,9840,(Light-) moped,Study and daycare,Slightly urban,2010,       .,       .,       .,       .,       .,       .,       .,       .
9841,9841,(Light-) moped,Study and daycare,Slightly urban,2011,       .,       .,       .,       .,       .,       .,       .,       .
9842,9842,(Light-) moped,Study and daycare,Slightly urban,2012,       .,       .,       .,       .,       .,       .,       .,       .
9843,9843,(Light-) moped,Study and daycare,Slightly urban,2013,       .,       .,       .,       .,       .,       .,       .,       .
9844,9844,(Light-) moped,Study and daycare,Slightly urban,2014,       .,       .,       .,       .,       .,       .,       .,       .
9845,9845,(Light-) moped,Study and daycare,Slightly urban,2015,       .,       .,       .,       .,       .,       .,       .,       .
9846,9846,(Light-) moped,Study and daycare,Slightly urban,2016,       .,       .,       .,       .,       .,       .,       .,       .
9847,9847,(Light-) moped,Study and daycare,Slightly urban,2017,       .,       .,       .,       .,       .,       .,       .,       .
9848,9848,(Light-) moped,Study and daycare,Not urban,2010,       .,       .,       .,       .,       .,       .,       .,       .
9849,9849,(Light-) moped,Study and daycare,Not urban,2011,       .,       .,       .,       .,       .,       .,       .,       .
9850,9850,(Light-) moped,Study and daycare,Not urban,2012,       .,       .,       .,       .,       .,       .,       .,       .
9851,9851,(Light-) moped,Study and daycare,Not urban,2013,       .,       .,       .,       .,       .,       .,       .,       .
9852,9852,(Light-) moped,Study and daycare,Not urban,2014,       .,       .,       .,       .,       .,       .,       .,       .
9853,9853,(Light-) moped,Study and daycare,Not urban,2015,       .,       .,       .,       .,       .,       .,       .,       .
9854,9854,(Light-) moped,Study and daycare,Not urban,2016,       .,       .,       .,       .,       .,       .,       .,       .
