Key;Title;Description
"A018979";"Auto (bestuurder)";""
"A018980";"Auto (passagier)";""
"A018981";"Trein";""
"A018982";"Bus/tram/metro";""
"A018983";"Brom-/snorfiets";""
"A018984";"Fiets";""
"A018985";"Lopen";""
"A018986";"Overige vervoerwijze";
"T001093";"Totaal";""
